url,domain,occurrences,files,locations,labels,contexts,in_bib_guess,topic,proposed_location,recommended_role,recommended_action,metadata_followup_needed
https://censusindia.gov.in/nada/index.php/catalog/33027/study-description,censusindia.gov.in,2,Pasted markdown (2).md,Pasted markdown (2).md:411 | Pasted markdown (2).md:411,https://censusindia.gov.in/nada/index.php/catalog/33027/study-description?utm\_source=chatgpt.com,"[11]: [https://censusindia.gov.in/nada/index.php/catalog/33027/study-description?utm\_source=chatgpt.com](https://censusindia.gov.in/nada/index.php/catalog/33027/study-description?utm_source=chatgpt.com) ""India - District Profile 1991 - Census 1991"" [12]: [https://censusindia.gov.in/nada/index.php/catalog/history/?per\_page=34100&sort\_by=year\_start&sort\_order=desc&utm\_source=chatgpt.com](https://censusindia.gov.in/nada/index.php/catalog/history/?per_page=34100\&sort_by=year_start\&sort_order=desc\&utm_source=chatgpt.com) ""Catalog History""",False,Data: geography / district lineage,§3 Data; Appendix A Data Construction,appendix/data provenance,"Add only if directly cited for data provenance, variable definitions, or historical source reconstruction; otherwise document in Appendix A/B or DATA_AVAILABILITY.",Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/34829/download/38517/LSI_SIKKIM_PART_I.pdf,censusindia.gov.in,2,Pasted markdown (2).md,Pasted markdown (2).md:425 | Pasted markdown (2).md:425,https://censusindia.gov.in/nada/index.php/catalog/34829/download/38517/LSI\_SIKKIM\_PART\_I.pdf?utm\_source=chatgpt.com,"[18]: [https://censusindia.gov.in/nada/index.php/catalog/34829/download/38517/LSI\_SIKKIM\_PART\_I.pdf?utm\_source=chatgpt.com](https://censusindia.gov.in/nada/index.php/catalog/34829/download/38517/LSI_SIKKIM_PART_I.pdf?utm_source=chatgpt.com) ""BIBLIOGRAPHY & REFERENCES"" [19]: [https://www.cambridge.org/core/journals/journal-of-economic-history/article/common-tongue-the-impact-of-language-on-educational-outcomes/5E1703821E287DA6B4D52661432BE481?utm\_source=chatgpt.com](https://www.cambridge.org/core/journals/journal-of-economic-history/article/common-tongue-the-impact-of-language-on-educational-outcomes/5E1703821E287DA6B4D52661432BE481?utm_source=chatgpt.com) ""Common Tongue: The Impact of Language on Educational Outcomes | The Journal of Economic History | Cambridge Core""",False,Data: schooling / DISE provenance,§3 Data; Appendix A/B,appendix/data provenance,"Add only if directly cited for data provenance, variable definitions, or historical source reconstruction; otherwise document in Appendix A/B or DATA_AVAILABILITY.",Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/35544,censusindia.gov.in,6,Pasted markdown (2).md,Pasted markdown (2).md:37 | Pasted markdown (2).md:471 | Pasted markdown (2).md:1178 | Pasted markdown (2).md:1912 | Pasted markdown (2).md:1918 | Pasted markdown (2).md:2301,Census India | Dev Data Lab | Wiley Online Library,"For example, the official **C-2 Age, Sex and Educational Level** all-India file explicitly says its geography is India/states/UTs/**districts**, and its downloadable file is `1991-C02T-0100.xlsx`. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/35544?utm_source=chatgpt.com ""India - C-2\:Age Sex And Educational Level - All Areas,INDIA - 1991"")) State-specific files expose the district list directly—for Andhra Pradesh, for instance, the NADA record lists all 23 contemporary districts. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/35545?utm_source=chatgpt.com ""India - C-2\:Age Sex And Educational Level - All Areas,ANDHRA PRADESH - 1991"")) That means for baseline/exogeneity variables such as: || The **Language Atlas is the crucial item for linguistic persistence**. ORGI describes it as being based on the classified 1991 Census language inventory and explicitly intended to show the geographical distribution of languages. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/35544?utm_source=chatgpt.com ""India - C-2\:Age Sex And Educational Level - All Areas,INDIA - 1991"")) PARI confirms that it covers 114 classified languages—18 Scheduled and 96 Non-Scheduled languages—and is based on the 1991 Census. ([Rural India Online](https://censusindia.gov.in/nada/index.php/catalog/35545?utm_source=chatgpt.com ""India - C-2\:Age Sex And Educational Level - All Areas,ANDHRA PRADESH - 1991"")) If the district-wise table beginning around printed p. 192 / PDF p. 205 gives district-level speaker counts for the relevant classified languages, then we can construct a genuine 1991 analogue of our current district linguistic-distance IV. That would be much stronger than merely saying “1991 linguistic patterns look similar.” || TD91 adds urban development measures including literacy/workforce composition, SC/ST population, rainfall and temperature, distance to rail/state/district headquarters, and water-supply infrastructure. ([Dev Data Lab](https://censusindia.gov.in/nada/index.php/catalog/35544?utm_source=chatgpt.com ""India - C-2\:Age Sex And Educational Level - All Areas,INDIA - 1991"")) With all three archives, I would structure the historical balance module into substantive blocks rather than dump dozens of variables into regressions: || and explicitly states that all analysis uses **1991 district boundaries**, assigning later districts back to their 1991 parent. ([Wiley Online Library](https://censusindia.gov.in/nada/index.php/catalog/35544?utm_source=chatgpt.com ""India - C-2\:Age Sex And Educational Level - All Areas,INDIA - 1991"")) Crucially, the paper has **verified replication materials** in the American Journal of Political Science Harvard Dataverse: || The journal reports that Cornell's reproducibility center verified those materials. ([Wiley Online Library](https://censusindia.gov.in/nada/index.php/catalog/35544?utm_source=chatgpt.com ""India - C-2\:Age Sex And Educational Level - All Areas,INDIA - 1991"")) This is potentially extremely valuable because their public-goods district panel has **1,356 district-year observations across three Census years**, consistent with roughly 452 historical districts. ([ResearchGate](https://censusindia.gov.in/nada/index.php/catalog/35545?utm_source=chatgpt.com ""India - C-2\:Age Sex And Educational Level - All Areas,ANDHRA PRADESH - 1991"")) That does not prove their LD file has 452 usable districts, but it strongly suggests their historical geography/data coverage is much broader than our present 59-unit Atlas-based overlap. || **Helms & Lim (2025), AJPS verification materials, Harvard Dataverse DOI** **`10.7910/DVN/E0BJIZ`****.** The paper explicitly uses population-weighted 1991 district linguistic distance on 1991 district boundaries, and the replication materials are independently computationally verified. ([Wiley Online Library](https://censusindia.gov.in/nada/index.php/catalog/35544?utm_source=chatgpt.com ""India - C-2\:Age Sex And Educational Level - All Areas,INDIA - 1991"")) [Open the Helms–Lim replication dataset DOI](https://doi.org/10.7910/DVN/E0BJIZ?utm_source=chatgpt.com)",True,Data: geography / district lineage,§3 Data; Appendix A Data Construction,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/35545,censusindia.gov.in,4,Pasted markdown (2).md,Pasted markdown (2).md:37 | Pasted markdown (2).md:471 | Pasted markdown (2).md:615 | Pasted markdown (2).md:1920,Census India | Rural India Online | ResearchGate,"For example, the official **C-2 Age, Sex and Educational Level** all-India file explicitly says its geography is India/states/UTs/**districts**, and its downloadable file is `1991-C02T-0100.xlsx`. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/35544?utm_source=chatgpt.com ""India - C-2\:Age Sex And Educational Level - All Areas,INDIA - 1991"")) State-specific files expose the district list directly—for Andhra Pradesh, for instance, the NADA record lists all 23 contemporary districts. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/35545?utm_source=chatgpt.com ""India - C-2\:Age Sex And Educational Level - All Areas,ANDHRA PRADESH - 1991"")) That means for baseline/exogeneity variables such as: || The **Language Atlas is the crucial item for linguistic persistence**. ORGI describes it as being based on the classified 1991 Census language inventory and explicitly intended to show the geographical distribution of languages. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/35544?utm_source=chatgpt.com ""India - C-2\:Age Sex And Educational Level - All Areas,INDIA - 1991"")) PARI confirms that it covers 114 classified languages—18 Scheduled and 96 Non-Scheduled languages—and is based on the 1991 Census. ([Rural India Online](https://censusindia.gov.in/nada/index.php/catalog/35545?utm_source=chatgpt.com ""India - C-2\:Age Sex And Educational Level - All Areas,ANDHRA PRADESH - 1991"")) If the district-wise table beginning around printed p. 192 / PDF p. 205 gives district-level speaker counts for the relevant classified languages, then we can construct a genuine 1991 analogue of our current district linguistic-distance IV. That would be much stronger than merely saying “1991 linguistic patterns look similar.” || The 1991 Census recorded **10,400 returned mother-tongue names**, which were rationalized to 3,372 names; 1,576 were classified and 1,796 were relegated to an “Others” category. The Atlas itself reports 114 languages. ([Rural India Online](https://censusindia.gov.in/nada/index.php/catalog/35545?utm_source=chatgpt.com ""India - C-2\:Age Sex And Educational Level - All Areas,ANDHRA PRADESH - 1991"")) Our Census-2001 language construction is considerably richer than a simple 114-language aggregate. || This is potentially extremely valuable because their public-goods district panel has **1,356 district-year observations across three Census years**, consistent with roughly 452 historical districts. ([ResearchGate](https://censusindia.gov.in/nada/index.php/catalog/35545?utm_source=chatgpt.com ""India - C-2\:Age Sex And Educational Level - All Areas,ANDHRA PRADESH - 1991"")) That does not prove their LD file has 452 usable districts, but it strongly suggests their historical geography/data coverage is much broader than our present 59-unit Atlas-based overlap. #### What I would like you to download and attach",True,Data: geography / district lineage,§3 Data; Appendix A Data Construction,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/3693,censusindia.gov.in,2,Pasted markdown (4).md,Pasted markdown (4).md:575 | Pasted markdown (4).md:735,Census India,"- 2011 **HH-11** is households by number of workers and household size. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/7579?utm_source=chatgpt.com ""India - HH-11: Households with number of workers by household size (total), India - 2011"")) - **FH-09** concerns female-headed households by structure type. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/3693?utm_source=chatgpt.com ""India - FH-09: Female headed households (excluding institutional households) by type of structure of the census houses occupied, India - 2011"")) Those can be interesting outcomes, but they do not provide the direct 2001–2011 housing comparison you want. || I would **not** prioritize FH-09 unless female-headed households become a specific heterogeneity question. It is a restricted female-headed-household housing table, not part of the main 2001–2011 housing panel. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/3693?utm_source=chatgpt.com ""India - FH-09: Female headed households (excluding institutional households) by type of structure of the census houses occupied, India - 2011"")) ---",True,Data provenance / official documentation,§3 Data; Appendix A/B,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/38530,censusindia.gov.in,2,Pasted markdown (2).md,Pasted markdown (2).md:64 | Pasted markdown (2).md:2001,Census India | DevDataLab Documentation,"The confusing part is that the digitized **all-India C-7 Excel files currently in NADA contain only country/state geography**. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/38530?utm_source=chatgpt.com ""India - C-7\:Mother Tongue/Language, INDIA - 1991"")) That should **not** be interpreted as evidence that district C-7 was never tabulated. The official tabulation plan says the opposite. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/32991/download/36809/40015_1991_TAB.pdf?utm_source=chatgpt.com ""Tabulation Plan"")) || The plan's PCA91 / VD91 / TD91 infrastructure is already largely complete. SHRUG provides unusually broad coverage—for example, its district Village Directory has 445 observations for many measures, with educational facilities, schools, health facilities, electricity, transport, banking and other infrastructure. ([DevDataLab Documentation](https://censusindia.gov.in/nada/index.php/catalog/study/1991-B03T-01?utm_source=chatgpt.com ""India - B-03(S): Main Workers Classified By Industrial Category, Educational Level And Sex (This Table Prepared On Sample Count), INDIA - 1991 Phase-I"")) The Town Directory similarly contains 441-ish district observations for many demographic, infrastructure, and access measures. ([DevDataLab Documentation](https://censusindia.gov.in/nada/index.php/catalog/38530?utm_source=chatgpt.com ""India - C-7\:Mother Tongue/Language, INDIA - 1991"")) So I would **not add more generic 1991 covariates**.",True,Data: geography / district lineage,§3 Data; Appendix A Data Construction,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/38540,censusindia.gov.in,2,Pasted markdown (2).md,Pasted markdown (2).md:417 | Pasted markdown (2).md:417,https://censusindia.gov.in/nada/index.php/catalog/38540?utm\_source=chatgpt.com,"[14]: [https://censusindia.gov.in/nada/index.php/catalog/38540?utm\_source=chatgpt.com](https://censusindia.gov.in/nada/index.php/catalog/38540?utm_source=chatgpt.com) ""India - C-8\:Language, INDIA - 1991"" [15]: [https://censusindia.gov.in/nada/index.php/catalog/?page=2080&tab\_type=table&utm\_source=chatgpt.com](https://censusindia.gov.in/nada/index.php/catalog/?page=2080\&tab_type=table\&utm_source=chatgpt.com) ""Data Catalog""",True,Data: language / historical Census,§3 Data; §5 Inherited Linguistic Conditions; Appendix A/B,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/45497/download/49701/40_42412_1991_DP.pdf,censusindia.gov.in,2,Pasted markdown (2).md,Pasted markdown (2).md:409 | Pasted markdown (2).md:409,https://censusindia.gov.in/nada/index.php/catalog/45497/download/49701/40\_42412\_1991\_DP.pdf?utm\_source=chatgpt.com,"[10]: [https://censusindia.gov.in/nada/index.php/catalog/45497/download/49701/40\_42412\_1991\_DP.pdf?utm\_source=chatgpt.com](https://censusindia.gov.in/nada/index.php/catalog/45497/download/49701/40_42412_1991_DP.pdf?utm_source=chatgpt.com) ""Karnataka State District Profile 1991"" [11]: [https://censusindia.gov.in/nada/index.php/catalog/33027/study-description?utm\_source=chatgpt.com](https://censusindia.gov.in/nada/index.php/catalog/33027/study-description?utm_source=chatgpt.com) ""India - District Profile 1991 - Census 1991""",False,Data: geography / district lineage,§3 Data; Appendix A Data Construction,appendix/data provenance,"Add only if directly cited for data provenance, variable definitions, or historical source reconstruction; otherwise document in Appendix A/B or DATA_AVAILABILITY.",Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/7543/study-description,censusindia.gov.in,2,Pasted markdown (4).md,Pasted markdown (4).md:573 | Pasted markdown (4).md:704,Census India,"- 2011 **HH-09** is households by literates, religion and household size. ([Census India](https://docs.devdatalab.org/variable-search/?utm_source=chatgpt.com ""Search all SHRUG variables - The SHRUG (v2.2)"")) - 2011 **HH-10** is households with a member age 15+ with/without matriculation+. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/7543/study-description?utm_source=chatgpt.com ""India - HH-10: Households with at least one member age 15 years and above and with or without educational level matriculation and above by household size, India - 2011"")) - 2011 **HH-11** is households by number of workers and household size. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/7579?utm_source=chatgpt.com ""India - HH-11: Households with number of workers by household size (total), India - 2011"")) - **FH-09** concerns female-headed households by structure type. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/3693?utm_source=chatgpt.com ""India - FH-09: Female headed households (excluding institutional households) by type of structure of the census houses occupied, India - 2011"")) || HH-10 measures whether households have at least one member age 15+ with matriculation or above. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/7543/study-description?utm_source=chatgpt.com ""India - HH-10: Households with at least one member age 15 years and above and with or without educational level matriculation and above by household size, India - 2011"")) For your paper, this may be **more substantively interesting than ordinary literacy**.",False,Data: geography / district lineage,§3 Data; Appendix A Data Construction,appendix/data provenance,"Add only if directly cited for data provenance, variable definitions, or historical source reconstruction; otherwise document in Appendix A/B or DATA_AVAILABILITY.",Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/7579,censusindia.gov.in,1,Pasted markdown (4).md,Pasted markdown (4).md:574,Census India,"- 2011 **HH-10** is households with a member age 15+ with/without matriculation+. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/7543/study-description?utm_source=chatgpt.com ""India - HH-10: Households with at least one member age 15 years and above and with or without educational level matriculation and above by household size, India - 2011"")) - 2011 **HH-11** is households by number of workers and household size. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/7579?utm_source=chatgpt.com ""India - HH-11: Households with number of workers by household size (total), India - 2011"")) - **FH-09** concerns female-headed households by structure type. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/3693?utm_source=chatgpt.com ""India - FH-09: Female headed households (excluding institutional households) by type of structure of the census houses occupied, India - 2011""))",True,Data: schooling / DISE provenance,§3 Data; Appendix A/B,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/7585,censusindia.gov.in,1,Pasted markdown (4).md,Pasted markdown (4).md:716,Census India,"HH-11 reports workers per household and distinguishes main workers and two types of marginal workers. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/7585?utm_source=chatgpt.com ""India - HH-11: Households with number of workers by household size (total), Haryana - 2011"")) That gives potentially useful outcomes such as:",True,Data provenance / official documentation,§3 Data; Appendix A/B,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/8246,censusindia.gov.in,1,Pasted markdown (4).md,Pasted markdown (4).md:603,Census India,"> households by ownership status, household size and number of dwelling rooms. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/8246?utm_source=chatgpt.com ""India - HL-04: Households (excluding institutional households) by ownership status of the census houses, size of the household and number of dwelling rooms, India - 2011"")) So download **HL-04**, not 2011 H-05.",True,Data provenance / official documentation,§3 Data; Appendix A/B,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/8444,censusindia.gov.in,1,Pasted markdown (4).md,Pasted markdown (4).md:611,Census India,"2011 **HL-06** is explicitly households by main source of drinking water and location, with treated/untreated taps, covered/uncovered wells, pumps, boreholes, etc. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/8444?utm_source=chatgpt.com ""India - HL-06: Households (excluding institutional households) by main source of drinking water and location, India - 2011"")) This is a strong longitudinal public-infrastructure outcome.",True,Data provenance / official documentation,§3 Data; Appendix A/B,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/8543,censusindia.gov.in,1,Pasted markdown (4).md,Pasted markdown (4).md:619,Census India,"2011 **HL-07** is the direct lighting-source successor and has district-level electricity/kerosene/solar/no-lighting categories. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/8543?utm_source=chatgpt.com ""India - HL-07: Households (excluding institutional households) by main source of lighting, India - 2011"")) This is one of the highest-value housing comparisons for your project.",True,Data: geography / district lineage,§3 Data; Appendix A Data Construction,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/8642/study-description,censusindia.gov.in,1,Pasted markdown (4).md,Pasted markdown (4).md:629,Census India,"- **HL-08**: type/availability of latrine facility; ([Census India](https://censusindia.gov.in/nada/index.php/catalog/8642/study-description?utm_source=chatgpt.com ""India - HL-08: Households (excluding institutional households) by availability of type of latrine facility, India - 2011"")) - **HL-09**: bathing facility and drainage connectivity. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/8741?utm_source=chatgpt.com ""India - HL-09: Households (excluding institutional households) by availability of bathing facility and type of drainage connectivity for waste water outlet, India - 2011""))",False,Data provenance / official documentation,§3 Data; Appendix A/B,appendix/data provenance,"Add only if directly cited for data provenance, variable definitions, or historical source reconstruction; otherwise document in Appendix A/B or DATA_AVAILABILITY.",Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/8741,censusindia.gov.in,1,Pasted markdown (4).md,Pasted markdown (4).md:630,Census India,"- **HL-08**: type/availability of latrine facility; ([Census India](https://censusindia.gov.in/nada/index.php/catalog/8642/study-description?utm_source=chatgpt.com ""India - HL-08: Households (excluding institutional households) by availability of type of latrine facility, India - 2011"")) - **HL-09**: bathing facility and drainage connectivity. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/8741?utm_source=chatgpt.com ""India - HL-09: Households (excluding institutional households) by availability of bathing facility and type of drainage connectivity for waste water outlet, India - 2011"")) So you need **both** to recreate the conceptual coverage of 2001 H-10.",True,Data provenance / official documentation,§3 Data; Appendix A/B,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/8840,censusindia.gov.in,1,Pasted markdown (4).md,Pasted markdown (4).md:636,Census India,"2011 **HL-10** gives separate-kitchen availability and cooking-fuel type—firewood, crop residue, dung cake, coal, kerosene, LPG/PNG, electricity, biogas, etc. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/8840?utm_source=chatgpt.com ""India - HL-10: Households (excluding institutional households) by availability of separate kitchen and type of fuel used for cooking, India - 2011"")) That is the direct conceptual successor.",True,Data provenance / official documentation,§3 Data; Appendix A/B,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/8939,censusindia.gov.in,1,Pasted markdown (4).md,Pasted markdown (4).md:646,Census India,"2011 **HL-11** explicitly does the same joint classification. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/8939?utm_source=chatgpt.com ""India - HL-11: Households (excluding institutional households) classified by source and location of drinking water and availablity of electricity and latrine, India - 2011"")) I would definitely download it.",True,Data provenance / official documentation,§3 Data; Appendix A/B,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/9043,censusindia.gov.in,1,Pasted markdown (4).md,Pasted markdown (4).md:662,Census India,"- motorcycle/scooter; - car/jeep/van. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/9043?utm_source=chatgpt.com ""India - HL-12: Number of households (excluding institutional households) availing banking services and number of households having each of the specified assets, Bihar - 2011"")) This is probably your most interesting H-series mechanism table after electricity.",True,Data provenance / official documentation,§3 Data; Appendix A/B,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/9137,censusindia.gov.in,1,Pasted markdown (4).md,Pasted markdown (4).md:670,Census India,"2011 **HL-13** measures permanent, semi-permanent and temporary housing structure. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/9137?utm_source=chatgpt.com ""India - HL-13: Households (excluding institutional households) by type of structure of the census houses occupied, India - 2011"")) It is not the successor to 2001 H-13—despite the same number.",True,Data provenance / official documentation,§3 Data; Appendix A/B,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/history?per_page=34100&sort_by=year_start&sort_order=desc,censusindia.gov.in,2,Pasted markdown (2).md,Pasted markdown (2).md:413 | Pasted markdown (2).md:413,https://censusindia.gov.in/nada/index.php/catalog/history/?per\_page=34100&sort\_by=year\_start&sort\_order=desc&utm\_source=chatgpt.com,"[12]: [https://censusindia.gov.in/nada/index.php/catalog/history/?per\_page=34100&sort\_by=year\_start&sort\_order=desc&utm\_source=chatgpt.com](https://censusindia.gov.in/nada/index.php/catalog/history/?per_page=34100\&sort_by=year_start\&sort_order=desc\&utm_source=chatgpt.com) ""Catalog History"" [13]: [https://crl.du.ac.in/rtl/DCH%201991.pdf?utm\_source=chatgpt.com](https://crl.du.ac.in/rtl/DCH%201991.pdf?utm_source=chatgpt.com) ""DISTRICT CENSUS HANDBOOK, 1991""",True,Data: geography / district lineage,§3 Data; Appendix A Data Construction,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog/study/1991-B03T-01,censusindia.gov.in,4,Pasted markdown (2).md,Pasted markdown (2).md:56 | Pasted markdown (2).md:757 | Pasted markdown (2).md:2001 | Pasted markdown (2).md:2047,Census India | DevDataLab | DevDataLab Documentation,"As another example, the official B-03(S) series contains main workers classified by industrial category, educational level and sex for 1991. ([Census India](https://censusindia.gov.in/nada/index.php/catalog/study/1991-B03T-01?utm_source=chatgpt.com ""India - B-03(S): Main Workers Classified By Industrial Category, Educational Level And Sex (This Table Prepared On Sample Count), INDIA - 1991 Phase-I"")) This is exactly the sort of source that can give you strong pre-treatment controls without depending on a third-party reconstruction. || Again, SHRUG distributes district aggregates directly. ([DevDataLab](https://censusindia.gov.in/nada/index.php/catalog/study/1991-B03T-01?utm_source=chatgpt.com ""India - B-03(S): Main Workers Classified By Industrial Category, Educational Level And Sex (This Table Prepared On Sample Count), INDIA - 1991 Phase-I"")) So these give us an unusually rich **1991 predetermined-covariate balance test**. || The plan's PCA91 / VD91 / TD91 infrastructure is already largely complete. SHRUG provides unusually broad coverage—for example, its district Village Directory has 445 observations for many measures, with educational facilities, schools, health facilities, electricity, transport, banking and other infrastructure. ([DevDataLab Documentation](https://censusindia.gov.in/nada/index.php/catalog/study/1991-B03T-01?utm_source=chatgpt.com ""India - B-03(S): Main Workers Classified By Industrial Category, Educational Level And Sex (This Table Prepared On Sample Count), INDIA - 1991 Phase-I"")) The Town Directory similarly contains 441-ish district observations for many demographic, infrastructure, and access measures. ([DevDataLab Documentation](https://censusindia.gov.in/nada/index.php/catalog/38530?utm_source=chatgpt.com ""India - C-7\:Mother Tongue/Language, INDIA - 1991"")) So I would **not add more generic 1991 covariates**. || - industrial/training schools; - adult literacy centers. ([DevDataLab Documentation](https://censusindia.gov.in/nada/index.php/catalog/study/1991-B03T-01?utm_source=chatgpt.com ""India - B-03(S): Main Workers Classified By Industrial Category, Educational Level And Sex (This Table Prepared On Sample Count), INDIA - 1991 Phase-I"")) So for 1991, we may not need new data at all.",False,Data: geography / district lineage,§3 Data; Appendix A Data Construction,appendix/data provenance,"Add only if directly cited for data provenance, variable definitions, or historical source reconstruction; otherwise document in Appendix A/B or DATA_AVAILABILITY.",Usually no; canonical metadata should be recoverable from the linked primary source.
https://censusindia.gov.in/nada/index.php/catalog?page=2080&tab_type=table,censusindia.gov.in,2,Pasted markdown (2).md,Pasted markdown (2).md:419 | Pasted markdown (2).md:419,https://censusindia.gov.in/nada/index.php/catalog/?page=2080&tab\_type=table&utm\_source=chatgpt.com,"[15]: [https://censusindia.gov.in/nada/index.php/catalog/?page=2080&tab\_type=table&utm\_source=chatgpt.com](https://censusindia.gov.in/nada/index.php/catalog/?page=2080\&tab_type=table\&utm_source=chatgpt.com) ""Data Catalog"" [16]: [https://ruralindiaonline.org/ta/library/resource/language-atlas-of-india-1991/?utm\_source=chatgpt.com](https://ruralindiaonline.org/ta/library/resource/language-atlas-of-india-1991/?utm_source=chatgpt.com) ""Language Atlas of India 1991""",True,Data: geography / district lineage,§3 Data; Appendix A Data Construction,appendix/data provenance,Already appears represented in references.bib by URL/DOI signature; retain only if the Markdown gives a new use/claim.,Usually no; canonical metadata should be recoverable from the linked primary source.
